smiles,group,sub_smi
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,training,*Cl
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,training,*Cl
O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,test,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2
CCOP(=S)(OCC)SCSCC,training,CCOP(=S)(OCC)SCSCC
CCOc1ccc(NC(C)=O)cc1,training,*OCC
CCOc1ccc(NC(C)=O)cc1,training,c1cc(*)ccc1*
CCOc1ccc(NC(C)=O)cc1,training,*NC(C)=O
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*N(CC)CC
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,c1c(*)c(*)c(*)c(*)c1*
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*[N+](=O)[O-]
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*C(F)(F)F
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*N
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*[N+](=O)[O-]
CCCCCCCO,training,CCCCCCCO
Cn1c(=O)c2[nH]cnc2n(C)c1=O,training,*C
Cn1c(=O)c2[nH]cnc2n(C)c1=O,training,O=c1c2[nH]cnc2[nH](*)c(=O)[nH]1*
Cn1c(=O)c2[nH]cnc2n(C)c1=O,training,*C
CCCCC1(CC)C(=O)NC(=O)NC1=O,training,*CCCC
CCCCC1(CC)C(=O)NC(=O)NC1=O,training,O=C1NC(=O)C(*)C(=O)N1
CCCCC1(CC)C(=O)NC(=O)NC1=O,training,*CC
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,*Cl
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,C(=C(c1ccc(*)cc1)c1ccc(*)cc1)*
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,*Cl
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,*Cl
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,*Cl
CCCCCCCC(=O)OC,training,CCCCCCCC(=O)OC
CCc1ccc(CC)cc1,training,*CC
CCc1ccc(CC)cc1,training,c1cc(*)ccc1*
CCc1ccc(CC)cc1,training,*CC
CCOP(=S)(OCC)SCSC(C)(C)C,training,CCOP(=S)(OCC)SCSC(C)(C)C
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,O=C(Nc1cccc(*)c1)Oc1cccc(*)c1
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*C
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*NC(=O)OC
C=C(Cl)Cl,training,C=C(Cl)Cl
Cc1cccc2c1Cc1ccccc1-2,training,*C
Cc1cccc2c1Cc1ccccc1-2,training,c1ccc2c(c1)Cc1c-2cccc1*
CCCCC=O,training,CCCCC=O
c1ccc(Nc2ccccc2)cc1,training,c1ccc(Nc2ccccc2)cc1
CN(C)C(=O)SCCCCOc1ccccc1,training,*OCCCCSC(=O)N(C)C
CN(C)C(=O)SCCCCOc1ccccc1,training,c1ccc(*)cc1
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,test,C1CCN(*)C(*)C1
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,test,*C(=O)CSP(=S)(OCCC)OCCC
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,test,*C
CCCCCCCI,valid,CCCCCCCI
Clc1cccc(-c2ccccc2)c1,training,*Cl
Clc1cccc(-c2ccccc2)c1,training,c1ccc(-c2cccc(*)c2)cc1
C=CCCCO,training,C=CCCCO
O=C1NC(=O)C2(CCC2)C(=O)N1,training,O=C1NC(=O)C2(CCC2)C(=O)N1
CC1CCC(C(C)C)C(O)C1,test,*C
CC1CCC(C(C)C)C(O)C1,test,C1CC(*)CC(*)C1*
CC1CCC(C(C)C)C(O)C1,test,*C(C)C
CC1CCC(C(C)C)C(O)C1,test,*O
CC(C)OC=O,test,CC(C)OC=O
CCCCCC(C)O,training,CCCCCC(C)O
CC(=O)Nc1ccc(Br)cc1,training,*Br
CC(=O)Nc1ccc(Br)cc1,training,*NC(C)=O
CC(=O)Nc1ccc(Br)cc1,training,c1cc(*)ccc1*
Nc1cnn(-c2ccccc2)c(=O)c1Br,training,*N
Nc1cnn(-c2ccccc2)c(=O)c1Br,training,O=c1c(*)c(*)cnn1-c1ccccc1
Nc1cnn(-c2ccccc2)c(=O)c1Br,training,*Br
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*C(=O)OC
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,c1ccc(*)c(C2C(*)=C(*)NC(*)=C2*)c1
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*C
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*C
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*C(=O)OC
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*[N+](=O)[O-]
Cc1ccc2ccc(C)nc2c1,training,*C
Cc1ccc2ccc(C)nc2c1,training,c1cc2ccc(*)nc2cc1*
Cc1ccc2ccc(C)nc2c1,training,*C
C#CCCCCCC,training,C#CCCCCCC
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,training,*CC
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,training,O=C1NC(=O)C(C2=CCCCC2)(*)C(=O)N1
c1ccc2c(c1)ccc1c3ccccc3ccc21,training,c1ccc2c(c1)ccc1c3ccccc3ccc21
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,test,*C(C)CC
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,test,O=c1[nH]c(*)c(*)c(=O)[nH]1*
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,test,*C
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,test,*Br
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*Cl
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,c1cc(-c2c(*)c(*)cc(*)c2*)c(*)c(*)c1
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*Cl
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*Cl
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*Cl
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*Cl
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*Cl
Cc1ccccc1O,valid,*C
Cc1ccccc1O,valid,c1ccc(*)c(*)c1
Cc1ccccc1O,valid,*O
CC(C)CCC(C)(C)C,training,CC(C)CCC(C)(C)C
Cc1ccc(C)c2ccccc12,valid,*C
Cc1ccc(C)c2ccccc12,valid,c1ccc2c(*)ccc(*)c2c1
Cc1ccc(C)c2ccccc12,valid,*C
Cc1cc2c3ccccc3ccc2c2ccccc12,training,*C
Cc1cc2c3ccccc3ccc2c2ccccc12,training,c1ccc2c(c1)ccc1c3ccccc3c(*)cc21
CCCC(C)=O,training,CCCC(C)=O
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*Cl
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,c1c(*)c(*)c(-c2c(*)c(*)cc(*)c2*)c(*)c1*
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*Cl
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*Cl
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*Cl
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*Cl
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*Cl
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*Cl
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*Cl
CCCOC(=O)CC,training,CCCOC(=O)CC
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*C
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,O=C1C=CC2(*)C(=C1)CCC1C3CC(*)C(*)C3(*)CC(*)C12*
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*O
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*O
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*C(=O)CO
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*C
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*O
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*F
Nc1ccc(O)cc1,training,*N
Nc1ccc(O)cc1,training,c1cc(*)ccc1*
Nc1ccc(O)cc1,training,*O
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,valid,*[N+](=O)[O-]
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,valid,O=C(Cn1ccnc1*)NCc1ccccc1
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,training,O=C1C(C2CCC(c3ccc(*)cc3)CC2)=C(*)C(=O)c2ccccc21
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,training,*O
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,training,*Cl
CCNc1nc(Cl)nc(N(CC)CC)n1,training,*NCC
CCNc1nc(Cl)nc(N(CC)CC)n1,training,n1c(*)nc(*)nc1*
CCNc1nc(Cl)nc(N(CC)CC)n1,training,*Cl
CCNc1nc(Cl)nc(N(CC)CC)n1,training,*N(CC)CC
NC(=O)c1cnccn1,training,*C(N)=O
NC(=O)c1cnccn1,training,c1cnc(*)cn1
CCC(Br)(CC)C(=O)NC(N)=O,training,CCC(Br)(CC)C(=O)NC(N)=O
Clc1ccccc1-c1ccccc1Cl,valid,*Cl
Clc1ccccc1-c1ccccc1Cl,valid,c1ccc(*)c(-c2ccccc2*)c1
Clc1ccccc1-c1ccccc1Cl,valid,*Cl
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,test,O=C1CN(N=Cc2ccc(*)o2)C(=O)N1
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,test,*[N+](=O)[O-]
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,training,*[N+](=O)[O-]
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,training,c1cc(*)ccc1Oc1ccc(*)cc1*
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,training,*Cl
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,training,*Cl
CC12CCC(CC1=O)C2(C)C,training,*C
CC12CCC(CC1=O)C2(C)C,training,O=C1CC2CCC1(*)C2*
CC12CCC(CC1=O)C2(C)C,training,*C
CC12CCC(CC1=O)C2(C)C,training,*C
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,training,*CC=C
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,training,O=C1NC(=O)C(c2ccccc2)(*)C(=O)N1
CCCCC(=O)OCC,training,CCCCC(=O)OCC
CC(=O)OCCC(C)C,training,CC(=O)OCCC(C)C
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*COC(=O)CCCCC
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1*
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,training,*Cl
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,training,c1cc(-c2cc(*)ccc2*)cc(*)c1
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,training,*Cl
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,training,*Cl
CCCBr,training,CCCBr
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,training,*CCC
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,training,c1ncn(CC2(c3ccc(*)cc3*)OCC(*)O2)n1
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,training,*Cl
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,training,*Cl
COP(=S)(OC)SCC(=O)N(C)C=O,training,COP(=S)(OC)SCC(=O)N(C)C=O
Cc1ncnc2nccnc12,training,*C
Cc1ncnc2nccnc12,training,c1cnc2c(*)ncnc2n1
NC(N)=S,training,NC(N)=S
Cc1ccc(C)cc1,training,*C
Cc1ccc(C)cc1,training,c1cc(*)ccc1*
Cc1ccc(C)cc1,training,*C
CCc1ccccc1CC,training,*CC
CCc1ccccc1CC,training,*CC
CCc1ccccc1CC,training,c1ccc(*)c(*)c1
ClC(Cl)(Cl)C(Cl)(Cl)Cl,training,ClC(Cl)(Cl)C(Cl)(Cl)Cl
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*C(C)C
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,O=C(OC(c1cccc(Oc2ccccc2)c1)*)C(c1ccc(*)cc1)*
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*C#N
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*OC(F)F
CCC[N+](=O)[O-],test,CCC[N+](=O)[O-]
CC1CCC(C(C)C)C(=O)C1,training,*C
CC1CCC(C(C)C)C(=O)C1,training,O=C1CC(*)CCC1*
CC1CCC(C(C)C)C(=O)C1,training,*C(C)C
CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21,training,*CC
CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21,training,O=C1Nc2ccc(*)cc2N(*)c2ncccc21
CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21,training,*Cl
O=[N+]([O-])c1cccc(Cl)c1Cl,training,*[N+](=O)[O-]
O=[N+]([O-])c1cccc(Cl)c1Cl,training,c1cc(*)c(*)c(*)c1
O=[N+]([O-])c1cccc(Cl)c1Cl,training,*Cl
O=[N+]([O-])c1cccc(Cl)c1Cl,training,*Cl
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,valid,*CC=C
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,valid,O=C1NC(=S)NC(=O)C1*
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,valid,*C(C)CCC
c1ccc2c(c1)-c1cccc3cccc-2c13,training,c1ccc2c(c1)-c1cccc3cccc-2c13
CCCOC(C)C,training,CCCOC(C)C
Cc1cc(C)c2ccccc2c1,valid,*C
Cc1cc(C)c2ccccc2c1,valid,c1ccc2c(*)cc(*)cc2c1
Cc1cc(C)c2ccccc2c1,valid,*C
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,training,*CC
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,training,c1cc(*)ccc1C(=C(c1ccc(*)cc1)*)*
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,training,*CC
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,training,*O
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,training,*O
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*C#N
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,c1(*)c(*)c(*)c(*)c(*)c1*
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*Cl
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*Cl
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*Cl
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*C#N
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*Cl
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,training,*Cl
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,training,c1cc(*)c(*)cc1-c1cc(*)ccc1*
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,training,*Cl
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,training,*Cl
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,training,*Cl
c1ccc(C2CO2)cc1,test,c1ccc(C2CO2)cc1
CC(C)c1ccccc1,test,*C(C)C
CC(C)c1ccccc1,test,c1ccc(*)cc1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,training,*C
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,training,O=C1C=C2CCC3C4CCC(*)C4(*)CCC3C2(*)CC1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,training,*C
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,training,*C(=O)CO
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,training,*Cl
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,training,c1cnc2c(*)c(*)c(*)c(*)c2n1
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,training,*Cl
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,training,*Cl
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,training,*Cl
OC1COC(O)C(O)C1O,training,*O
OC1COC(O)C(O)C1O,training,C1OC(*)C(*)C(*)C1*
OC1COC(O)C(O)C1O,training,*O
OC1COC(O)C(O)C1O,training,*O
OC1COC(O)C(O)C1O,training,*O
ClCCl,training,ClCCl
CCc1cccc2ccccc12,training,*CC
CCc1cccc2ccccc12,training,c1ccc2c(*)cccc2c1
COC=O,test,COC=O
O=[N+]([O-])c1ccccc1O,valid,c1ccc(*)c(*)c1
O=[N+]([O-])c1ccccc1O,valid,*[N+](=O)[O-]
O=[N+]([O-])c1ccccc1O,valid,*O
Cc1c[nH]c(=O)[nH]c1=O,training,*C
Cc1c[nH]c(=O)[nH]c1=O,training,O=c1[nH]cc(*)c(=O)[nH]1
CC(C)C,training,CC(C)C
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,*CO
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,c1nc(*)c2ncn(C3OC(*)C(*)C3*)c2n1
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,*O
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,*O
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,*O
N#Cc1cc(I)c(O)c(I)c1,training,*C#N
N#Cc1cc(I)c(O)c(I)c1,training,c1c(*)cc(*)c(*)c1*
N#Cc1cc(I)c(O)c(I)c1,training,*I
N#Cc1cc(I)c(O)c(I)c1,training,*O
N#Cc1cc(I)c(O)c(I)c1,training,*I
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,O=C(Nc1ccc(*)cc1*)c1cc(*)ccc1*
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*[N+](=O)[O-]
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*Cl
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*Cl
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*O
CCCCC,training,CCCCC
Oc1ccccc1,training,*O
Oc1ccccc1,training,c1ccc(*)cc1
Nc1ccc2cc3ccccc3cc2c1,training,*N
Nc1ccc2cc3ccccc3cc2c1,training,c1ccc2cc3cc(*)ccc3cc2c1
Cn1cnc2c1c(=O)[nH]c(=O)n2C,valid,*C
Cn1cnc2c1c(=O)[nH]c(=O)n2C,valid,O=c1[nH]c(=O)[nH](*)c2nc[nH](*)c12
Cn1cnc2c1c(=O)[nH]c(=O)n2C,valid,*C
c1ccc2cnccc2c1,training,c1ccc2cnccc2c1
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*N(C(=O)CSP(=S)(OC)OC)C(C)C
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,c1cc(*)ccc1*
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*Cl
CCCCCCc1ccccc1,training,*CCCCCC
CCCCCCc1ccccc1,training,c1ccc(*)cc1
Clc1ccccc1-c1ccccc1,test,*Cl
Clc1ccccc1-c1ccccc1,test,c1ccc(-c2ccccc2*)cc1
C=C(C)CCC,valid,C=C(C)CCC
CC(C)C(C)C(C)C,training,CC(C)C(C)C(C)C
