smiles,group,sub_smi
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,training,*OP(=S)(O*)O*
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,training,*CC
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,training,*c1cc(C)nc(*)n1
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,training,*C(C)C
CCCCCCCCCC(C)O,test,CCCCCCCCCC(C)O
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,training,*c1ccc(Cl)cc1Cl
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,training,*c1c(Cl)ccc(Cl)c1Cl
O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,test,*C1CCCCC1
O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,test,*n1c(=O)[nH]c2c(c1=O)CCC2
CCOP(=S)(OCC)SCSCC,training,*CC
CCOP(=S)(OCC)SCSCC,training,*OP(=S)(O*)SCS*
CCOP(=S)(OCC)SCSCC,training,*CC
CCOP(=S)(OCC)SCSCC,training,*CC
CCOc1ccc(NC(C)=O)cc1,training,*CC
CCOc1ccc(NC(C)=O)cc1,training,*O*
CCOc1ccc(NC(C)=O)cc1,training,*c1ccc(*)cc1
CCOc1ccc(NC(C)=O)cc1,training,*N*
CCOc1ccc(NC(C)=O)cc1,training,*C(C)=O
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*CC
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*N(*)*
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*CC
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*c1cc([N+](=O)[O-])c(*)c([N+](=O)[O-])c1N
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*C(F)(F)F
CCCCCCCO,training,CCCCCCCO
Cn1c(=O)c2[nH]cnc2n(C)c1=O,training,Cn1c(=O)c2[nH]cnc2n(C)c1=O
CCCCC1(CC)C(=O)NC(=O)NC1=O,training,*CCCC
CCCCC1(CC)C(=O)NC(=O)NC1=O,training,*C1(*)C(=O)NC(=O)NC1=O
CCCCC1(CC)C(=O)NC(=O)NC1=O,training,*CC
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
CCCCCCCC(=O)OC,training,*OC
CCCCCCCC(=O)OC,training,*C(=O)CCCCCCC
CCc1ccc(CC)cc1,training,*CC
CCc1ccc(CC)cc1,training,*c1ccc(*)cc1
CCc1ccc(CC)cc1,training,*CC
CCOP(=S)(OCC)SCSC(C)(C)C,training,*CC
CCOP(=S)(OCC)SCSC(C)(C)C,training,*OP(=S)(O*)SCS*
CCOP(=S)(OCC)SCSC(C)(C)C,training,*CC
CCOP(=S)(OCC)SCSC(C)(C)C,training,*C(C)(C)C
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*OC
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*C(*)=O
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*N*
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*c1cccc(*)c1
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*O*
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*C(*)=O
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*N*
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*c1cccc(C)c1
C=C(Cl)Cl,training,C=C(Cl)Cl
Cc1cccc2c1Cc1ccccc1-2,training,Cc1cccc2c1Cc1ccccc1-2
CCCCC=O,training,CCCCC=O
c1ccc(Nc2ccccc2)cc1,training,*c1ccccc1
c1ccc(Nc2ccccc2)cc1,training,*N*
c1ccc(Nc2ccccc2)cc1,training,*c1ccccc1
CN(C)C(=O)SCCCCOc1ccccc1,training,*N(C)C
CN(C)C(=O)SCCCCOc1ccccc1,training,*C(=O)S*
CN(C)C(=O)SCCCCOc1ccccc1,training,*CCCC*
CN(C)C(=O)SCCCCOc1ccccc1,training,*O*
CN(C)C(=O)SCCCCOc1ccccc1,training,*c1ccccc1
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,test,*CCC
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,test,*OP(=S)(O*)S*
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,test,*CCC
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,test,*C(=O)C*
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,test,*N1CCCCC1C
CCCCCCCI,valid,CCCCCCCI
Clc1cccc(-c2ccccc2)c1,training,*c1cccc(Cl)c1
Clc1cccc(-c2ccccc2)c1,training,*c1ccccc1
C=CCCCO,training,C=CCCCO
O=C1NC(=O)C2(CCC2)C(=O)N1,training,O=C1NC(=O)C2(CCC2)C(=O)N1
CC1CCC(C(C)C)C(O)C1,test,*C1CCC(C)CC1O
CC1CCC(C(C)C)C(O)C1,test,*C(C)C
CC(C)OC=O,test,*C(C)C
CC(C)OC=O,test,*OC=O
CCCCCC(C)O,training,CCCCCC(C)O
CC(=O)Nc1ccc(Br)cc1,training,*C(C)=O
CC(=O)Nc1ccc(Br)cc1,training,*N*
CC(=O)Nc1ccc(Br)cc1,training,*c1ccc(Br)cc1
Nc1cnn(-c2ccccc2)c(=O)c1Br,training,*n1ncc(N)c(Br)c1=O
Nc1cnn(-c2ccccc2)c(=O)c1Br,training,*c1ccccc1
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*OC
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*C(=O)C1=C(C)NC(C)=C(C(*)=O)C1*
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*OC
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*c1ccccc1[N+](=O)[O-]
Cc1ccc2ccc(C)nc2c1,training,Cc1ccc2ccc(C)nc2c1
C#CCCCCCC,training,C#CCCCCCC
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,training,*CC
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,training,*C1(C2=CCCCC2)C(=O)NC(=O)NC1=O
c1ccc2c(c1)ccc1c3ccccc3ccc21,training,c1ccc2c(c1)ccc1c3ccccc3ccc21
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,test,*C(C)CC
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,test,*n1c(=O)[nH]c(C)c(Br)c1=O
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*c1cccc(Cl)c1Cl
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*c1c(Cl)c(Cl)cc(Cl)c1Cl
Cc1ccccc1O,valid,Cc1ccccc1O
CC(C)CCC(C)(C)C,training,CC(C)CCC(C)(C)C
Cc1ccc(C)c2ccccc12,valid,Cc1ccc(C)c2ccccc12
Cc1cc2c3ccccc3ccc2c2ccccc12,training,Cc1cc2c3ccccc3ccc2c2ccccc12
CCCC(C)=O,training,CCCC(C)=O
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*c1c(Cl)c(Cl)cc(Cl)c1Cl
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*c1c(Cl)c(Cl)cc(Cl)c1Cl
CCCOC(=O)CC,training,*CCC
CCCOC(=O)CC,training,*O*
CCCOC(=O)CC,training,*C(=O)CC
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*C(=O)CO
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*C1(O)C(O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
Nc1ccc(O)cc1,training,Nc1ccc(O)cc1
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,valid,*C(=O)C*
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,valid,*n1ccnc1[N+](=O)[O-]
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,valid,*N*
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,valid,*C*
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,valid,*c1ccccc1
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,training,*C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,training,*c1ccc(Cl)cc1
CCNc1nc(Cl)nc(N(CC)CC)n1,training,*CC
CCNc1nc(Cl)nc(N(CC)CC)n1,training,*N*
CCNc1nc(Cl)nc(N(CC)CC)n1,training,*c1nc(*)nc(Cl)n1
CCNc1nc(Cl)nc(N(CC)CC)n1,training,*N(*)*
CCNc1nc(Cl)nc(N(CC)CC)n1,training,*CC
CCNc1nc(Cl)nc(N(CC)CC)n1,training,*CC
NC(=O)c1cnccn1,training,*C(N)=O
NC(=O)c1cnccn1,training,*c1cnccn1
CCC(Br)(CC)C(=O)NC(N)=O,training,*N*
CCC(Br)(CC)C(=O)NC(N)=O,training,*C(N)=O
CCC(Br)(CC)C(=O)NC(N)=O,training,*C(=O)C(Br)(CC)CC
Clc1ccccc1-c1ccccc1Cl,valid,*c1ccccc1Cl
Clc1ccccc1-c1ccccc1Cl,valid,*c1ccccc1Cl
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,test,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,training,*c1ccc(Cl)cc1Cl
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,training,*c1ccc([N+](=O)[O-])cc1
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,training,*O*
CC12CCC(CC1=O)C2(C)C,training,CC12CCC(CC1=O)C2(C)C
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,training,*CC=C
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,training,*C1(*)C(=O)NC(=O)NC1=O
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,training,*c1ccccc1
CCCCC(=O)OCC,training,*C(=O)CCCC
CCCCC(=O)OCC,training,*O*
CCCCC(=O)OCC,training,*CC
CC(=O)OCCC(C)C,training,*C(C)=O
CC(=O)OCCC(C)C,training,*O*
CC(=O)OCCC(C)C,training,*CCC(C)C
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*C(=O)CCCCC
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*OC*
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*N1C(=O)NC(*)(*)C1=O
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*c1ccccc1
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*c1ccccc1
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,training,*c1cccc(Cl)c1
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,training,*c1cc(Cl)ccc1Cl
CCCBr,training,CCCBr
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,training,*CCC
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,training,*C1COC(*)(*)O1
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,training,*C*
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,training,*n1cncn1
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,training,*c1ccc(Cl)cc1Cl
COP(=S)(OC)SCC(=O)N(C)C=O,training,*C(=O)C*
COP(=S)(OC)SCC(=O)N(C)C=O,training,*N(C)C=O
COP(=S)(OC)SCC(=O)N(C)C=O,training,*SP(=S)(OC)OC
Cc1ncnc2nccnc12,training,Cc1ncnc2nccnc12
NC(N)=S,training,NC(N)=S
Cc1ccc(C)cc1,training,Cc1ccc(C)cc1
CCc1ccccc1CC,training,*CC
CCc1ccccc1CC,training,*CC
CCc1ccccc1CC,training,*c1ccccc1*
ClC(Cl)(Cl)C(Cl)(Cl)Cl,training,ClC(Cl)(Cl)C(Cl)(Cl)Cl
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*C(=O)C(*)C(C)C
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*O*
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*C(*)C#N
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*c1cccc(*)c1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*O*
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*c1ccccc1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*c1ccc(*)cc1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*OC(F)F
CCC[N+](=O)[O-],test,CCC[N+](=O)[O-]
CC1CCC(C(C)C)C(=O)C1,training,*C1CCC(C)CC1=O
CC1CCC(C(C)C)C(=O)C1,training,*C(C)C
CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21,training,*CC
CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21,training,*N1c2cc(Cl)ccc2NC(=O)c2cccnc21
O=[N+]([O-])c1cccc(Cl)c1Cl,training,O=[N+]([O-])c1cccc(Cl)c1Cl
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,valid,*CC=C
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,valid,*C1(*)C(=O)NC(=S)NC1=O
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,valid,*C(C)CCC
c1ccc2c(c1)-c1cccc3cccc-2c13,training,c1ccc2c(c1)-c1cccc3cccc-2c13
CCCOC(C)C,training,*CCC
CCCOC(C)C,training,*O*
CCCOC(C)C,training,*C(C)C
Cc1cc(C)c2ccccc2c1,valid,Cc1cc(C)c2ccccc2c1
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,training,*=C(CC)c1ccc(O)cc1
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,training,*=C(CC)c1ccc(O)cc1
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,training,*c1cc(Cl)ccc1Cl
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,training,*c1ccc(Cl)c(Cl)c1
c1ccc(C2CO2)cc1,test,*c1ccccc1
c1ccc(C2CO2)cc1,test,*C1CO1
CC(C)c1ccccc1,test,*C(C)C
CC(C)c1ccccc1,test,*c1ccccc1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,training,*C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,training,*C(=O)CO
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,training,Clc1c(Cl)c(Cl)c2nccnc2c1Cl
OC1COC(O)C(O)C1O,training,OC1COC(O)C(O)C1O
ClCCl,training,ClCCl
CCc1cccc2ccccc12,training,*CC
CCc1cccc2ccccc12,training,*c1cccc2ccccc12
COC=O,test,COC=O
O=[N+]([O-])c1ccccc1O,valid,O=[N+]([O-])c1ccccc1O
Cc1c[nH]c(=O)[nH]c1=O,training,Cc1c[nH]c(=O)[nH]c1=O
CC(C)C,training,CC(C)C
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,*CO
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,*C1OC(*)C(O)C1O
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,*n1cnc2c(O)ncnc21
N#Cc1cc(I)c(O)c(I)c1,training,N#Cc1cc(I)c(O)c(I)c1
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*C(*)=O
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*N*
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*c1ccc([N+](=O)[O-])cc1Cl
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*c1cc(Cl)ccc1O
CCCCC,training,CCCCC
Oc1ccccc1,training,Oc1ccccc1
Nc1ccc2cc3ccccc3cc2c1,training,Nc1ccc2cc3ccccc3cc2c1
Cn1cnc2c1c(=O)[nH]c(=O)n2C,valid,Cn1cnc2c1c(=O)[nH]c(=O)n2C
c1ccc2cnccc2c1,training,c1ccc2cnccc2c1
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*SP(=S)(OC)OC
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*C(=O)C*
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*N(*)*
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*c1ccc(Cl)cc1
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*C(C)C
CCCCCCc1ccccc1,training,*CCCCCC
CCCCCCc1ccccc1,training,*c1ccccc1
Clc1ccccc1-c1ccccc1,test,*c1ccccc1Cl
Clc1ccccc1-c1ccccc1,test,*c1ccccc1
C=C(C)CCC,valid,C=C(C)CCC
CC(C)C(C)C(C)C,training,CC(C)C(C)C(C)C
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,training,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
O=[N+]([O-])c1cccc(O)c1,training,O=[N+]([O-])c1cccc(O)c1
C=CCCCCCCCC,training,C=CCCCCCCCC
CC(=O)OCC(COC(C)=O)OC(C)=O,test,*C(C)=O
CC(=O)OCC(COC(C)=O)OC(C)=O,test,*O*
CC(=O)OCC(COC(C)=O)OC(C)=O,test,*CC(*)C*
CC(=O)OCC(COC(C)=O)OC(C)=O,test,*O*
CC(=O)OCC(COC(C)=O)OC(C)=O,test,*C(C)=O
CC(=O)OCC(COC(C)=O)OC(C)=O,test,*O*
CC(=O)OCC(COC(C)=O)OC(C)=O,test,*C(C)=O
CCCCc1c(C)nc(N(C)C)nc1O,training,*c1nc(C)c(*)c(O)n1
CCCCc1c(C)nc(N(C)C)nc1O,training,*N(C)C
CCCCc1c(C)nc(N(C)C)nc1O,training,*CCCC
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*C1C(C=C(Cl)Cl)C1(C)C
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*C(*)=O
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*O*
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*C(*)C#N
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*c1ccc(F)c(*)c1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*O*
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*c1ccccc1
c1ccncc1,training,c1ccncc1
CCCCCCCBr,training,CCCCCCCBr
Cc1ccncc1C,training,Cc1ccncc1C
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,training,*C(=O)CO
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,training,*C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
CCSCc1ccccc1OC(=O)NC,training,*CC
CCSCc1ccccc1OC(=O)NC,training,*S*
CCSCc1ccccc1OC(=O)NC,training,*C*
CCSCc1ccccc1OC(=O)NC,training,*c1ccccc1*
CCSCc1ccccc1OC(=O)NC,training,*O*
CCSCc1ccccc1OC(=O)NC,training,*C(*)=O
CCSCc1ccccc1OC(=O)NC,training,*NC
CCOC(=O)CC(=O)OCC,training,*CC
CCOC(=O)CC(=O)OCC,training,*O*
CCOC(=O)CC(=O)OCC,training,*C(=O)CC(*)=O
CCOC(=O)CC(=O)OCC,training,*O*
CCOC(=O)CC(=O)OCC,training,*CC
C=C(C)C1CC=C(C)CC1,test,C=C(C)C1CC=C(C)CC1
c1ccc2c(c1)CCC2,training,c1ccc2c(c1)CCC2
CC(C)(C)c1ccc(O)cc1,training,*C(C)(C)C
CC(C)(C)c1ccc(O)cc1,training,*c1ccc(O)cc1
O=C1NC(=O)C2(CC2)C(=O)N1,valid,O=C1NC(=O)C2(CC2)C(=O)N1
Clc1cccc(I)c1,training,Clc1cccc(I)c1
Brc1cccc2ccccc12,test,Brc1cccc2ccccc12
C/C=C/CC,training,*=CC
C/C=C/CC,training,*=CCC
Cc1cccc(C)n1,training,Cc1cccc(C)n1
ClC=C(Cl)Cl,training,ClC=C(Cl)Cl
Nc1cccc2ccccc12,training,Nc1cccc2ccccc12
Cc1cccc(C)c1,training,Cc1cccc(C)c1
Oc1ncc2nccnc2n1,training,Oc1ncc2nccnc2n1
CO,training,CO
CCC(C)=O,training,CCC(C)=O
O=c1[nH]cc(F)c(=O)[nH]1,valid,O=c1[nH]cc(F)c(=O)[nH]1
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,training,*n1ccc2c(N)ncnc21
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,training,*C1OC(*)C(O)C1O
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,training,*CO
Oc1cccc(O)c1,training,Oc1cccc(O)c1
CCCCCCO,test,CCCCCCO
CCCCCCl,valid,CCCCCCl
C=CC=C,training,C=CC=C
CCCOC(C)=O,training,*CCC
CCCOC(C)=O,training,*O*
CCCOC(C)=O,training,*C(C)=O
Oc1ccc2c(c1)CCCC2,training,Oc1ccc2c(c1)CCCC2
NC(=O)CCl,training,NC(=O)CCl
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,valid,*OP(=S)(OC)OC
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,valid,*c1cc(Cl)c(I)cc1Cl
Cc1ccc(Cl)cc1,valid,Cc1ccc(Cl)cc1
CSc1nnc(C(C)(C)C)c(=O)n1N,test,*SC
CSc1nnc(C(C)(C)C)c(=O)n1N,test,*c1nnc(*)n(N)c1=O
CSc1nnc(C(C)(C)C)c(=O)n1N,test,*C(C)(C)C
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1,training,*c1ccc(C)cc1
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1,training,*OP(=O)(O*)O*
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1,training,*c1cccc(C)c1
