smiles,group,sub_smi
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*N(O)O
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*N(O)O
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*C(F)(F)F
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],training,*N
CCCCCCCO,training,*O
Cn1c(=O)c2[nH]cnc2n(C)c1=O,training,*=O
Cn1c(=O)c2[nH]cnc2n(C)c1=O,training,*=O
CCCCC1(CC)C(=O)NC(=O)NC1=O,training,*=O
CCCCC1(CC)C(=O)NC(=O)NC1=O,training,*=O
CCCCC1(CC)C(=O)NC(=O)NC1=O,training,*=O
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,*[X]
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,*[X]
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,*[X]
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,*[X]
CCCCCCCC(=O)OC,training,*C(=O)OC
CCOP(=S)(OCC)SCSC(C)(C)C,training,*=S
CCOP(=S)(OCC)SCSC(C)(C)C,training,*C(C)(C)C
CCOP(=S)(OCC)SCSC(C)(C)C,training,*OCC
CCOP(=S)(OCC)SCSC(C)(C)C,training,*OCC
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*C(=O)OC
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,training,*=O
C=C(Cl)Cl,training,*[X]
C=C(Cl)Cl,training,*[X]
CCCCC=O,training,*=O
CN(C)C(=O)SCCCCOc1ccccc1,training,*=O
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,test,*=S
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,test,*=O
CCCCCCCI,valid,*[X]
Clc1cccc(-c2ccccc2)c1,training,*[X]
C=CCCCO,training,*O
O=C1NC(=O)C2(CCC2)C(=O)N1,training,*=O
O=C1NC(=O)C2(CCC2)C(=O)N1,training,*=O
O=C1NC(=O)C2(CCC2)C(=O)N1,training,*=O
CC1CCC(C(C)C)C(O)C1,test,*O
CC(C)OC=O,test,*=O
CCCCCC(C)O,training,*O
CC(=O)Nc1ccc(Br)cc1,training,*NC(=O)C
CC(=O)Nc1ccc(Br)cc1,training,*[X]
Nc1cnn(-c2ccccc2)c(=O)c1Br,training,*[X]
Nc1cnn(-c2ccccc2)c(=O)c1Br,training,*=O
Nc1cnn(-c2ccccc2)c(=O)c1Br,training,*N
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*C(=O)OC
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*C(=O)OC
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,*N(O)O
C#CCCCCCC,training,*C#C
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,training,*=O
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,training,*=O
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,training,*=O
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,test,*[X]
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,test,*=O
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,test,*=O
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*[X]
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*[X]
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*[X]
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*[X]
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*[X]
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,valid,*[X]
Cc1ccccc1O,valid,*O
CC(C)CCC(C)(C)C,training,*C(C)(C)C
CCCC(C)=O,training,*C(=O)C
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*[X]
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*[X]
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*[X]
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*[X]
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*[X]
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*[X]
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*[X]
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,training,*[X]
CCCOC(=O)CC,training,*=O
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*[X]
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*O
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*O
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*O
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*O
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*=O
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,training,*=O
Nc1ccc(O)cc1,training,*O
Nc1ccc(O)cc1,training,*N
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,valid,*N(O)O
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,valid,*=O
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,training,*[X]
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,training,*O
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,training,*=O
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,training,*=O
CCNc1nc(Cl)nc(N(CC)CC)n1,training,*[X]
NC(=O)c1cnccn1,training,*C(=O)N
CCC(Br)(CC)C(=O)NC(N)=O,training,*C(=O)N
CCC(Br)(CC)C(=O)NC(N)=O,training,*[X]
CCC(Br)(CC)C(=O)NC(N)=O,training,*=O
Clc1ccccc1-c1ccccc1Cl,valid,*[X]
Clc1ccccc1-c1ccccc1Cl,valid,*[X]
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,test,*N(O)O
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,test,*=O
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,test,*=O
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,training,*N(O)O
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,training,*[X]
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,training,*[X]
CC12CCC(CC1=O)C2(C)C,training,*=O
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,training,*=O
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,training,*=O
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,training,*=O
CCCCC(=O)OCC,training,*OCC
CCCCC(=O)OCC,training,*=O
CC(=O)OCCC(C)C,training,*C(=O)C
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*=O
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*=O
CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*=O
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,training,*[X]
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,training,*[X]
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,training,*[X]
CCCBr,training,*[X]
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,training,*[X]
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,training,*[X]
COP(=S)(OC)SCC(=O)N(C)C=O,training,*=S
COP(=S)(OC)SCC(=O)N(C)C=O,training,*OC
COP(=S)(OC)SCC(=O)N(C)C=O,training,*OC
COP(=S)(OC)SCC(=O)N(C)C=O,training,*=O
COP(=S)(OC)SCC(=O)N(C)C=O,training,*=O
NC(N)=S,training,*=S
NC(N)=S,training,*N
NC(N)=S,training,*N
ClC(Cl)(Cl)C(Cl)(Cl)Cl,training,*[X]
ClC(Cl)(Cl)C(Cl)(Cl)Cl,training,*[X]
ClC(Cl)(Cl)C(Cl)(Cl)Cl,training,*[X]
ClC(Cl)(Cl)C(Cl)(Cl)Cl,training,*[X]
ClC(Cl)(Cl)C(Cl)(Cl)Cl,training,*[X]
ClC(Cl)(Cl)C(Cl)(Cl)Cl,training,*[X]
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*C#N
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*[X]
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*[X]
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,valid,*=O
CCC[N+](=O)[O-],test,*N(O)O
CC1CCC(C(C)C)C(=O)C1,training,*=O
CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21,training,*[X]
CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21,training,*=O
O=[N+]([O-])c1cccc(Cl)c1Cl,training,*N(O)O
O=[N+]([O-])c1cccc(Cl)c1Cl,training,*[X]
O=[N+]([O-])c1cccc(Cl)c1Cl,training,*[X]
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,valid,*=S
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,valid,*=O
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,valid,*=O
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,training,*O
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,training,*O
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*C#N
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*C#N
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*[X]
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*[X]
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*[X]
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,training,*[X]
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,training,*[X]
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,training,*[X]
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,training,*[X]
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,training,*[X]
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,training,*O
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,training,*=O
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,training,*=O
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,training,*[X]
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,training,*[X]
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,training,*[X]
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,training,*[X]
OC1COC(O)C(O)C1O,training,*O
OC1COC(O)C(O)C1O,training,*O
OC1COC(O)C(O)C1O,training,*O
OC1COC(O)C(O)C1O,training,*O
ClCCl,training,*[X]
ClCCl,training,*[X]
COC=O,test,*OC
COC=O,test,*=O
O=[N+]([O-])c1ccccc1O,valid,*N(O)O
O=[N+]([O-])c1ccccc1O,valid,*O
Cc1c[nH]c(=O)[nH]c1=O,training,*=O
Cc1c[nH]c(=O)[nH]c1=O,training,*=O
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,*O
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,*O
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,*O
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,test,*O
N#Cc1cc(I)c(O)c(I)c1,training,*C#N
N#Cc1cc(I)c(O)c(I)c1,training,*[X]
N#Cc1cc(I)c(O)c(I)c1,training,*[X]
N#Cc1cc(I)c(O)c(I)c1,training,*O
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*N(O)O
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*[X]
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*[X]
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*O
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,training,*=O
Oc1ccccc1,training,*O
Nc1ccc2cc3ccccc3cc2c1,training,*N
Cn1cnc2c1c(=O)[nH]c(=O)n2C,valid,*=O
Cn1cnc2c1c(=O)[nH]c(=O)n2C,valid,*=O
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*=S
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*[X]
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*OC
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*OC
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,training,*=O
Clc1ccccc1-c1ccccc1,test,*[X]
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,training,*[X]
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,training,*[X]
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,training,*[X]
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,training,*[X]
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,training,*[X]
O=[N+]([O-])c1cccc(O)c1,training,*N(O)O
O=[N+]([O-])c1cccc(O)c1,training,*O
CC(=O)OCC(COC(C)=O)OC(C)=O,test,*C(=O)C
CC(=O)OCC(COC(C)=O)OC(C)=O,test,*C(=O)C
CC(=O)OCC(COC(C)=O)OC(C)=O,test,*C(=O)C
CCCCc1c(C)nc(N(C)C)nc1O,training,*O
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*C#N
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*[X]
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*[X]
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*[X]
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,training,*=O
CCCCCCCBr,training,*[X]
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,training,*[X]
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,training,*O
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,training,*O
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,training,*O
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,training,*=O
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,training,*=O
CCSCc1ccccc1OC(=O)NC,training,*=O
CCOC(=O)CC(=O)OCC,training,*OCC
CCOC(=O)CC(=O)OCC,training,*OCC
CCOC(=O)CC(=O)OCC,training,*=O
CCOC(=O)CC(=O)OCC,training,*=O
CC(C)(C)c1ccc(O)cc1,training,*C(C)(C)C
CC(C)(C)c1ccc(O)cc1,training,*O
O=C1NC(=O)C2(CC2)C(=O)N1,valid,*=O
O=C1NC(=O)C2(CC2)C(=O)N1,valid,*=O
O=C1NC(=O)C2(CC2)C(=O)N1,valid,*=O
Clc1cccc(I)c1,training,*[X]
Clc1cccc(I)c1,training,*[X]
Brc1cccc2ccccc12,test,*[X]
ClC=C(Cl)Cl,training,*[X]
ClC=C(Cl)Cl,training,*[X]
ClC=C(Cl)Cl,training,*[X]
Nc1cccc2ccccc12,training,*N
Oc1ncc2nccnc2n1,training,*O
CO,training,*O
CCC(C)=O,training,*C(=O)C
O=c1[nH]cc(F)c(=O)[nH]1,valid,*[X]
O=c1[nH]cc(F)c(=O)[nH]1,valid,*=O
O=c1[nH]cc(F)c(=O)[nH]1,valid,*=O
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,training,*O
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,training,*O
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,training,*O
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,training,*N
Oc1cccc(O)c1,training,*O
Oc1cccc(O)c1,training,*O
CCCCCCO,test,*O
CCCCCCl,valid,*[X]
CCCOC(C)=O,training,*C(=O)C
Oc1ccc2c(c1)CCCC2,training,*O
NC(=O)CCl,training,*C(=O)N
NC(=O)CCl,training,*[X]
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,valid,*=S
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,valid,*[X]
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,valid,*[X]
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,valid,*[X]
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,valid,*OC
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,valid,*OC
Cc1ccc(Cl)cc1,valid,*[X]
CSc1nnc(C(C)(C)C)c(=O)n1N,test,*SC
CSc1nnc(C(C)(C)C)c(=O)n1N,test,*C(C)(C)C
CSc1nnc(C(C)(C)C)c(=O)n1N,test,*=O
CSc1nnc(C(C)(C)C)c(=O)n1N,test,*N
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1,training,*=O
CCCCCC=O,training,*=O
CCCCOC(=O)c1ccc(N)cc1,training,*=O
CCCCOC(=O)c1ccc(N)cc1,training,*N
Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C,training,*=O
Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C,training,*N
CC(C)=CCC/C(C)=C\CO,training,*O
Clc1ccc(-c2ccccc2Cl)cc1,training,*[X]
Clc1ccc(-c2ccccc2Cl)cc1,training,*[X]
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*=O
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*=O
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*=O
CC[N+](=O)[O-],training,*N(O)O
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training,*N(O)O
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training,*N(O)O
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training,*C(F)(F)F
Clc1ccc(Cl)c(Cl)c1Cl,test,*[X]
Clc1ccc(Cl)c(Cl)c1Cl,test,*[X]
Clc1ccc(Cl)c(Cl)c1Cl,test,*[X]
Clc1ccc(Cl)c(Cl)c1Cl,test,*[X]
CCCC(C)(COC(N)=O)COC(N)=O,training,*C(=O)N
CCCC(C)(COC(N)=O)COC(N)=O,training,*C(=O)N
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,training,*C(=O)C
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,training,*O
CI,test,*[X]
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,training,*O
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,training,*=O
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,training,*=O
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,training,*=O
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*=O
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*=O
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,training,*=O
CC1=CC(=O)CC(C)(C)C1,valid,*=O
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,training,*=O
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,training,*=O
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,training,*=O
CCCCC(=O)CCCC,training,*=O
CCC1(c2ccccc2)CCC(=O)NC1=O,training,*=O
CCC1(c2ccccc2)CCC(=O)NC1=O,training,*=O
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,training,*OCC
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,training,*=O
N#CCCl,training,*C#N
N#CCCl,training,*[X]
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,valid,*=S
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,valid,*[X]
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,valid,*[X]
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,valid,*[X]
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,valid,*OCC
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,training,*C#C
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,training,*O
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,training,*=O
Clc1cc(Cl)c(Cl)c(Cl)c1,training,*[X]
Clc1cc(Cl)c(Cl)c(Cl)c1,training,*[X]
Clc1cc(Cl)c(Cl)c(Cl)c1,training,*[X]
Clc1cc(Cl)c(Cl)c(Cl)c1,training,*[X]
CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1,training,*O
Nc1ccccc1O,training,*O
Nc1ccccc1O,training,*N
CCCCCCCCC(=O)OCC,training,*OCC
CCCCCCCCC(=O)OCC,training,*=O
