smiles,extinc_coeff
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1cc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)N=C1,4.12
C=C(C=CCCCCCCC)C1(c2ccc(CCCCCC)cc2)c2cc3c(cc2-c2sc4cc(-c5ccc6c(c5)C(C)(C)C(/C=C5/C(=O)C(c7c(O)cc(N8c9ccc(C#N)cc9C9CCCC98)cc7O)=C5[O-])=[N+]6CCCCCC)sc4c21)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-3sc2cc(-c3ccc4c(c3)C(C)(C)C(/C=C3/C(=O)C(c5c(O)cc(N6c7ccc(C#N)cc7C7CCCC76)cc5O)=C3[O-])=[N+]4CCCCCC)sc12,5.453318
C=CCCCCOc1ccc(-c2[nH]/c(=C(/C#N)c3ccc4cc(C(C)(C)C)ccc4n3)c3c(-c4ccc(OCCCCC=C)cc4)[nH]/c(=C(/C#N)c4ccc5cc(C(C)(C)C)ccc5n4)c23)cc1,5.060698
C=CCCCC[N+]1=C(C=NN(c2ccccc2)c2ccccc2)C=C/C1=C1/C(=O)C(c2c(O)cc(N3CCc4ccccc43)cc2O)=C1[O-],5.46
C=CCCCC[N+]1=C(C=NN(c2ccccc2)c2ccccc2)C=C/C1=C1/C(=O)C(c2c(O)cc(N3c4ccc5ccccc5c4C4CCCC43)cc2O)=C1[O-],5.4
C=CCCCC[N+]1=C(C=NN(c2ccccc2)c2ccccc2)C=C/C1=C1/C(=O)C(c2c(O)cc(N3c4ccccc4C4CCCC43)cc2O)=C1[O-],5.39
C=CCN(CC=C)c1ccc2c(c1)OC1C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=CCCC1=C2,4.891203
C=CCN(CC=C)c1ccc2c(c1)OC1C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=CCCC1=C2,4.97511
C=CCN(CC=C)c1ccc2c(c1)OC1C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=CCCC1=C2,4.802158
C=S1(=O)/C(=C\C=C\c2cnc(/C=C/c3ccc(/C=C/c4ccc(N(CCCC)CCCC)cc4)n3C(=O)CCCCC)s2)C(=C(C#N)C#N)c2ccccc21,4.67
C=S1(=O)/C(=C\C=C\c2cnc(/C=C/c3ccc(/C=C/c4ccc(N(CCCC)CCCC)cc4)n3C(=O)CCCCC)s2)C(=C(C#N)C#N)c2ccccc21,4.63
C=c1c(=CC=CC2=[N+]3C(=Cc4c(-c5ccccc5)c(C(=O)OCC)c(/C=C/C=c5c(=C)c6ccccc6n5C)n4[B-]3(F)F)C(c3ccccc3)=C2C(=O)OCC)n(C)c2ccccc12,4.8129134
C=c1c(=CC=CC2=[N+]3C(=Cc4c(-c5ccccc5)c(C(=O)OCC)c(/C=C/C=c5c(=C)c6ccccc6n5C)n4[B-]3(F)F)C(c3ccccc3)=C2C(=O)OCC)n(C)c2ccccc12,4.763428
C=c1c(=CC=Cc2c(C(=O)OCC)c(-c3ccccc3)c3n2[B-](F)(F)[N+]2=C(C)C(C(=O)OCC)=C(c4ccccc4)C2=C3)n(C)c2ccccc12,5.0530787
C=c1c(=CC=Cc2c(C(=O)OCC)c(-c3ccccc3)c3n2[B-](F)(F)[N+]2=C(C)C(C(=O)OCC)=C(c4ccccc4)C2=C3)n(C)c2ccccc12,5.0253057
CC(/C=C/C1=[N+](C)c2ccccc2C1(C)C)=C(C#N)C=CC=C1N(C)c2ccccc2C1(C)C,5.3443923
CC(/C=C/C1=[N+](C)c2ccccc2C1(C)C)=C(C#N)C=CC=C1N(C)c2ccccc2C1(C)C,5.1038036
CC(=CC=CC=C1N(C)c2ccccc2C1(C)C)/C=C/C1=[N+](C)c2ccccc2C1(C)C,5.4440446
CC(=CC=CC=C1N(C)c2ccccc2C1(C)C)/C=C/C1=[N+](C)c2ccccc2C1(C)C,5.2833014
CC(=O)/C(=C(/C)O)c1ccc(C#Cc2ccc(C3=C4C(C)=CC(/C=C/c5ccc(N(C)C)cc5)=[N+]4[B-](F)(F)n4c(/C=C/c5ccc(N(C)C)cc5)cc(C)c43)cc2)cc1,5.0128374
CC(=O)C(=CC=CC1=[N+](C)c2ccccc2C1(C)C)/C=C/C=C1/N(C)c2ccccc2C1(C)C,5.143015
CC(=O)C(=CC=CC1=[N+](C)c2ccccc2C1(C)C)/C=C/C=C1/N(C)c2ccccc2C1(C)C,4.919078
CC(=O)N(C)CCOC1=C(/C=C/C2=[N+](CCCCS(=O)(=O)[O-])c3ccccc3C2(C)C)CCCC1=CC=C1N(CCCCS(=O)(=O)[O-])c2ccccc2C1(C)C,5.296665
CC(=O)NC(=CC=CC=C1N(C)c2ccccc2C1(C)C)/C=C/C1=[N+](C)c2ccccc2C1(C)C,5.40824
CC(=O)NC(=CC=CC=C1N(C)c2ccccc2C1(C)C)/C=C/C1=[N+](C)c2ccccc2C1(C)C,5.3053513
CC(=O)Nc1ccc(SC2=C(/C=C/C3=[N+](Cc4ccccc4)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)CCCC2=CC=C2N(Cc3ccccc3)c3ccc(S(=O)(=O)O)cc3C2(C)C)cc1,5.20412
CC(=O)OC1=C(/C=C/C2=[N+](Cc3ccccc3)c3ccccc3C2(C)C)CC(C(C)(C)C)C/C1=C\C=C1\N(Cc2ccccc2)c2ccccc2C1(C)C,5.44
CC(=O)Oc1ccc2c(ccc(/C=C3/C(=O)C(/C=C4\C=Cc5cc(I)ccc5N4C)=C3[O-])[n+]2C)c1,5.04
CC(C)(C)C1=CC(=C(c2cccs2)c2ccc(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)s2)C=C(C(C)(C)C)O1,4.493486
CC(C)(C)C1=CC(=C/C=C/C2=[O+][B-](F)(F)OC(/C=C/C=C3C=C(C(C)(C)C)OC(C(C)(C)C)=C3)=C2C#N)C=C(C(C)(C)C)O1,5.4149733
CC(C)(C)C1=CC(=C/C=C/C2=[O+][B-](F)(F)OC(/C=C/C=C3C=C(C(C)(C)C)OC(C(C)(C)C)=C3)=C2C#N)C=C(C(C)(C)C)O1,5.4166403
CC(C)(C)C1=CC(=CC=C2CCCC(/C=C/c3cc(C(C)(C)C)[o+]c4c5c6c(cc34)CCCN6CCC5)=C2Cl)c2cc3c4c(c2O1)CCCN4CCC3,5.357935
CC(C)(C)C1=CC(=CC=CC=Cc2cc(C(C)(C)C)[o+]c3c4c5c(cc23)CCCN5CCC4)c2cc3c4c(c2O1)CCCN4CCC3,5.5899496
CC(C)(C)C1=CC(=c2c3cccc4c5cccc6c(=C7C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C7)c7cccc8c9cccc2c9c(c34)c(c65)c78)C=C(C(C)(C)C)C1=O,4.7
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(OC2(C)Sc3ccccc3N2Cc2ccccc2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,5.43
CC(C)(C)CN1/C(=C/C=C/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,4.369216
CC(C)(C)CN1/C(=C/C=C/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,4.376577
CC(C)(C)CN1/C(=C/C=C/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,3.9425042
CC(C)(C)CN1/C(=C/C=C/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,4.2855573
CC(C)(C)CN1/C(=C/C=C/C=C/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,4.3598356
CC(C)(C)CN1/C(=C/C=C/C=C/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,4.3443923
CC(C)(C)CN1/C(=C/C=C/C=C/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,3.9278834
CC(C)(C)CN1/C(=C/C=C/C=C/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,4.2552724
CC(C)(C)CN1/C(=C/C=C/C=C/C=C/C2=[N+](CC(C)(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,4.448706
CC(C)(C)CN1/C(=C/C=C/C=C/C=C/C2=[N+](CC(C)(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,4.378398
CC(C)(C)CN1/C(=C/C=C/C=C/C=C/C2=[N+](CC(C)(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,4.5118833
CC(C)(C)OC(=O)COc1ccc(-c2cc(-c3ccccc3)c3n2[B-](F)(F)[N+]2=C(c4ccc(O)cc4)C=C(c4ccccc4)C2=N3)cc1,4.968483
CC(C)(C)OC(=O)NCCn1cc(COc2ccc(-c3cc(-c4ccccc4)c4n3[B-](F)(F)[N+]3=C(c5ccc(OCCCS(=O)(=O)[O-])cc5)C=C(c5ccccc5)C3=N4)cc2)nn1,4.8129134
CC(C)(C)OC(=O)N[C@@H](CCn1cc(COc2ccc(-c3cc(-c4ccccc4)c4n3[B-](F)(F)[N+]3=C(c5ccc(OCCCS(=O)(=O)[O-])cc5)C=C(c5ccccc5)C3=N4)cc2)nn1)C(=O)O,4.819544
CC(C)(C)OC(=O)Nc1ccc2c(c1)OC(c1ccccc1)=CC2=CC=C1CCCC(/C=C/c2cc(-c3ccccc3)[o+]c3cc(NC(=O)OC(C)(C)C)ccc23)=C1Cl,5.033424
CC(C)(C)c1cc(-c2c3cc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4ccc(Br)cc4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)N=C3)cc(C(C)(C)C)c1,4.11
CC(C)(C)c1cc(-c2c3cc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4ccc([N+](=O)[O-])cc4)c4nc(c(-c5ccc([N+](=O)[O-])cc5)c5ccc2[nH]5)C=C4)N=C3)cc(C(C)(C)C)c1,4.29
CC(C)(C)c1cc(-c2c3cccc4c5cccc6c(-c7cc(C(C)(C)C)cc(C(C)(C)C)c7)c7cccc8c9cccc2c9c(c34)c(c65)c78)cc(C(C)(C)C)c1,4.5847607
CC(C)(C)c1cc(-c2cc3c4ccc(s4)c4cc(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc5c6cc(-c7cc(C(C)(C)C)cc(C(C)(C)C)c7)cc(c7ccc(s7)c7cc(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)cc8c(c2)c3nc78)c6nc45)cc(C(C)(C)C)c1,4.691965
CC(C)(C)c1cc(-c2cc3c4ccc(s4)c4cc(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc5c6cc(-c7cc(C(C)(C)C)cc(C(C)(C)C)c7)cc(c7ccc(s7)c7cc(C#CC#Cc8cc9c%10ccc(s%10)c%10cc(-c%11cc(C(C)(C)C)cc(C(C)(C)C)c%11)cc%11c%12cc(-c%13cc(C(C)(C)C)cc(C(C)(C)C)c%13)cc(c%13ccc(s%13)c%13cc(-c%14cc(C(C)(C)C)cc(C(C)(C)C)c%14)cc%14c(c8)c9nc%13%14)c%12nc%10%11)cc8c(c2)c3nc78)c6nc45)cc(C(C)(C)C)c1,4.6522465
CC(C)(C)c1cc(-c2cc3c4ccc(s4)c4cc(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc5c6cc(-c7cc(C(C)(C)C)cc(C(C)(C)C)c7)cc(c7ccc(s7)c7cc(C#C[Si](C)(C)C)cc8c(c2)c3nc78)c6nc45)cc(C(C)(C)C)c1,4.622214
CC(C)(C)c1cc(-c2cc3c4ccc(s4)c4cc(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc5c6cc(-c7cc(C(C)(C)C)cc(C(C)(C)C)c7)cc(c7sc(cc7-c7ccc(-c8cc9sc8c8cc(-c%10cc(C(C)(C)C)cc(C(C)(C)C)c%10)cc%10c%11cc(-c%12cc(C(C)(C)C)cc(C(C)(C)C)c%12)cc(c%12ccc(s%12)c%12cc(-c%13cc(C(C)(C)C)cc(C(C)(C)C)c%13)cc%13c%14cc(-c%15cc(C(C)(C)C)cc(C(C)(C)C)c%15)cc9c%14nc%12%13)c%11nc8%10)s7)c7cc(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)cc8c(c2)c3nc78)c6nc45)cc(C(C)(C)C)c1,5.0
CC(C)(C)c1cc(-c2cc3c4ccc(s4)c4cc(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc5c6cc(-c7cc(C(C)(C)C)cc(C(C)(C)C)c7)cc(c7sc(cc7C#CC#Cc7cc8sc7c7cc(-c9cc(C(C)(C)C)cc(C(C)(C)C)c9)cc9c%10cc(-c%11cc(C(C)(C)C)cc(C(C)(C)C)c%11)cc(c%11ccc(s%11)c%11cc(-c%12cc(C(C)(C)C)cc(C(C)(C)C)c%12)cc%12c%13cc(-c%14cc(C(C)(C)C)cc(C(C)(C)C)c%14)cc8c%13nc%11%12)c%10nc79)c7cc(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)cc8c(c2)c3nc78)c6nc45)cc(C(C)(C)C)c1,5.1846914
CC(C)(C)c1cc(-c2cc3c4ccc(s4)c4cc(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc5c6cc(-c7cc(C(C)(C)C)cc(C(C)(C)C)c7)cc(c7sc(cc7C#C[Si](C)(C)C)c7cc(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)cc8c(c2)c3nc78)c6nc45)cc(C(C)(C)C)c1,4.7619276
CC(C)(C)c1cc(-c2cc3c4ccc(s4)c4cc(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc5c6cc(-c7ccc(-c8cc9c%10ccc(s%10)c%10cc(-c%11cc(C(C)(C)C)cc(C(C)(C)C)c%11)cc%11c%12cc(-c%13cc(C(C)(C)C)cc(C(C)(C)C)c%13)cc(c%13ccc(s%13)c%13cc(-c%14cc(C(C)(C)C)cc(C(C)(C)C)c%14)cc%14c(c8)c9nc%13%14)c%12nc%10%11)s7)cc(c7ccc(s7)c7cc(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)cc8c(c2)c3nc78)c6nc45)cc(C(C)(C)C)c1,4.56
CC(C)(C)c1cc(C2=C3C=CC(=N3)/C(c3ccc(Br)cc3)=c3/ccc([nH]3)=C(c3ccc(Br)cc3)C3=N/C(=C(/c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4cc2c[nH]4)C=C3)cc(C(C)(C)C)c1,3.96
CC(C)(C)c1cc(C2=C3C=CC(=N3)/C(c3ccc([N+](=O)[O-])cc3)=c3/ccc([nH]3)=C(c3ccc([N+](=O)[O-])cc3)C3=N/C(=C(/c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4cc2c[nH]4)C=C3)cc(C(C)(C)C)c1,4.31
CC(C)(C)c1ccc(C2=C3C=CC(=N3)/C(c3ccc(C(C)(C)C)cc3)=c3/ccc([nH]3)=C(c3ccc(C(C)(C)C)cc3)C3=C([N+](=O)[O-])c4c(-c5ccc(C(C)(C)C)cc5)c5ccc2n5c4=N3)cc1,3.61
CC(C)(C)c1ccc(C2=CC(c3ccc([N+](=O)[O-])cc3)=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)cc(-c4ccc([N+](=O)[O-])cc4)n2[B-]3(F)F)cc1,4.778151
CC(C)(C)c1ccc(C2=NC(=Nc3[nH]c(-c4ccc(C(C)(C)C)cc4)c4ccccc34)c3ccccc32)cc1,4.6702456
CC(C)(C)c1ccc(C2=[N+]3C(=Nc4c(-c5ccc([N+](=O)[O-])cc5)cc(-c5ccc(C(C)(C)C)cc5)n4[B-]3(F)F)C(c3ccc([N+](=O)[O-])cc3)=C2)cc1,4.8692317
CC(C)(C)c1ccc(C2=[N+]3C(=Nc4c(-c5ccc([N+](=O)[O-])cc5)cc(-c5ccc(C(C)(C)C)cc5)n4[B-]3(F)F)C(c3ccc([N+](=O)[O-])cc3)=C2)cc1,4.908485
CC(C)(C)c1ccc(C2=[N+]3C(=Nc4c(-c5ccc([N+](=O)[O-])cc5)cc(-c5ccc(C(C)(C)C)cc5)n4[B-]3(F)F)C(c3ccc([N+](=O)[O-])cc3)=C2)cc1,4.845098
CC(C)(C)c1ccc(C2=[N+]3C(=Nc4c5ccccc5c(-c5ccc(C(C)(C)C)cc5)n4[B-]3(F)F)c3ccccc32)cc1,4.9299297
CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,4.89
CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,4.8
